Family,Species,Hunting Method/Web Usage,Record,Body Length Total,Ceph Length,Ceph Width,Abdom Length,Abdom Width,Leg I Fe,Leg I Pa,Leg I Ti,Leg I Mt,Leg I Ta,Leg II Fe,Leg II Pa,Leg II Ti,Leg II Mt,Leg II Ta,Leg III Fe,Leg III Pa,Leg III Ti,Leg III Mt,Leg III Ta,Leg IV Fe,Leg IV Pa,Leg IV Ti,Leg IV Mt,Leg IV Ta
Theridiidae,Parasteatoda tepidariorum,Irregular web,KS18352,4.574,1.531,1.373,3.043,2.468,3.861,0.664,2.013,3.965,1.222,1.867,0.443,1.363,2.169,0.697,1.083,0.556,1.089,1.108,0.598,2.378,0.68,1.949,2.044,0.604
Theridiidae,Steatoda capensis,Irregular web,KS49667,7.388,2.403,1.974,4.985,4.593,3.098,0.822,2.583,2.405,1.357,2.353,0.807,1.745,1.034,0.614,1.937,0.646,1.527,1.019,0.781,2.706,1.166,2.423,2.409,0.865
Theridiidae,Steatoda grossa,Irregular web,KS73261,6.234,2.504,2.024,3.73,3.206,3.523,1.145,2.386,3.809,1.636,2.866,0.923,1.923,2.548,1.342,2.323,0.87,1.385,1.271,0.794,3.057,1.124,2.756,2.387,1.25
Theridiidae,Steatoda livens,Irregular web,KS6019,4.985,1.861,1.416,3.124,2.327,1.994,0.707,1.814,1.658,0.9,1.613,0.687,1.169,0.886,0.583,0.968,0.547,0.844,0.453,0.201,1.767,0.726,1.698,0.945,0.489
Theridiidae,Steatoda nasata,Irregular web,KS92191,2.603,1.156,1.011,1.447,1.119,1.091,0.379,1.115,0.953,0.48,1.164,0.388,0.615,0.582,0.361,0.89,0.275,0.566,0.488,0.23,1.168,0.266,0.585,0.352,0.26
Theridiidae,Steatoda truncata,Irregular web,KS5223,4.311,1.481,1.301,2.83,2.439,1.68,0.562,1.722,2.671,0.633,0.977,0.664,1.116,0.927,0.537,1.673,0.37,0.728,0.843,0.567,2.095,0.626,1.916,1.343,0.911
Theridiidae,Theridion pyramidale,Irregular web,KS103285,4.1,1.325,1,2.775,2.375,3.05,0.5,2.275,2.625,0.95,2.15,0.4,1.125,1.55,0.525,1.125,0.35,0.6,0.65,0.5,2.125,0.525,1.1,1.125,0.45
Theridiidae,Theridion theridioides,Irregular web,KS114726,2.785,1.244,0.804,1.541,1.085,1.118,0.322,1.221,0.902,0.294,0.864,0.341,0.691,0.57,0.311,0.784,0.163,0.514,0.468,0.325,0.829,0.322,0.545,0.847,0.358
Theridiidae,Thwaitesia argentiopunctata,Irregular web,QMS26254,2.05,0.85,0.675,1.2,0.975,1.1,0.25,1,1.25,0.4,0.85,0.25,0.5,0.65,0.3,0.45,0.15,0.35,0.35,0.25,0.95,0.2,1,1,0.55
Thomisidae,Amyciaea albomaculata,Ambush,KS50494,4.309,1.884,1.447,2.425,1.518,1.458,0.493,1.497,1.697,1.067,1.663,0.616,1.807,1.63,0.905,0.929,0.441,0.884,0.79,0.5,1.476,0.488,1.434,1.293,0.718
Thomisidae,Australomisida ergandros,Ambush,KS128317,3.533,1.451,1.388,2.082,1.888,1.519,0.671,1.181,1.019,0.751,1.509,0.485,1.201,1.022,0.777,0.941,0.473,0.698,0.578,0.37,0.987,0.484,0.747,0.6,0.391
Thomisidae,Australomisida pilula,Ambush,KS19595,2.187,0.694,0.723,1.493,1.812,0.26,0.123,0.258,0.227,0.184,0.411,0.225,0.437,0.123,0.166,NA,NA,NA,NA,NA,0.428,0.146,0.325,0.264,0.245
Thomisidae,Australomisidia cruentata,Ambush,None,4.24,1.86,1.86,2.38,1.8,1.58,0.85,1.16,0.9,0.66,1.58,0.88,1.22,0.98,0.65,1.1,0.59,0.74,0.53,0.41,1.08,0.58,0.78,0.58,0.45
Thomisidae,Australomisidia rosea,Ambush,NMW1882,5.78,2.36,2.27,3.42,2.57,2.73,1.09,2,1.62,0.86,2.38,1.12,1.92,1.63,0.87,1.41,0.67,0.97,0.71,0.5,1.34,0.73,1.08,0.76,0.48
Thomisidae,Cetratus rubropunctatus,Ambush,KS126514,2.95,1.109,1.322,1.841,0.965,1.32,0.442,1.79,0.668,0.753,1.492,0.63,1.474,1.197,0.633,0.929,0.52,0.597,0.315,0.255,0.982,0.296,0.923,0.435,0.322
Thomisidae,Corynethrix obscura,Ambush,ZMH14609,5.25,2.28,2.1,2.97,2.91,NA,NA,NA,NA,NA,1.275,0.535,0.75,0.55,NA,1.02,0.61,0.575,0.38,0.36,0.955,0.51,0.61,0.47,0.435
Thomisidae,Cymbacha festiva,Ambush,KS77332,6.476,1.963,2.157,4.513,4.595,1.794,0.887,1.34,1.34,0.95,2.011,0.955,1.724,1.662,0.989,1.494,0.6,1.038,1.041,0.774,1.347,0.523,1.082,0.877,0.505
Thomisidae,Cymbacha ocellata,Ambush,KS77337,6.619,2.478,2.801,4.141,5.249,1.706,0.797,1.033,0.591,0.7,1.956,0.936,1.278,1.464,0.847,1.125,0.421,0.916,0.518,0.335,1.239,0.624,1.094,0.508,0.442
Thomisidae,Cymbacha similis,Ambush,KS77348,3.596,1.564,1.843,2.032,2.465,1.302,0.766,0.981,0.654,0.553,1.343,0.66,0.991,0.71,0.38,0.842,0.378,0.602,0.304,0.264,1.107,0.446,0.6,0.412,0.281
Thomisidae,Runcinia acuminata,Ambush,KS119607,6.854,1.873,1.749,4.981,2.061,3.266,1.279,2.469,2.419,1.322,3.007,1.135,2.609,2.033,0.79,1.234,0.454,0.936,0.503,0.437,1.436,0.692,0.941,0.596,0.631
Thomisidae,Saccodomus formivus,Ambush,KS73157,5.825,2.275,1.975,3.55,3.65,1.525,0.675,1.175,1.125,0.875,1.55,0.625,1.125,1.275,0.875,1.25,0.6,0.8,0.725,0.525,1.15,0.575,0.9,0.825,0.55
Thomisidae,Sidymella bicuspidata,Ambush,KS108572,5.906,2.094,2.879,3.812,6.703,2.636,1.337,1.934,1.646,1.111,2.952,1.502,1.914,1.317,0.971,1.544,0.694,1.042,0.641,0.62,1.884,0.553,1.153,0.854,0.651
Thomisidae,Sidymella hirsuta,Ambush,KS108625,7.365,2.55,3.008,4.815,4.757,2.766,1.118,1.956,2.127,0.894,2.763,1.107,2.725,1.821,0.947,1.554,0.829,0.893,1.015,0.768,1.871,0.979,1.826,1.32,0.733
Thomisidae,Sidymella lobata,Ambush,KS108586,3.546,1.551,1.504,1.995,1.432,2.002,0.794,1.837,1.207,0.527,1.846,0.69,1.602,1.101,0.443,0.903,0.449,0.69,0.581,0.412,0.665,0.481,0.457,0.428,0.3
Thomisidae,Sidymella rubrosignata,Ambush,KS118365,7.125,2.625,2.25,4.5,3,4.275,1.525,3.55,1.25,1.05,3.725,1.4,3.025,2.025,0.925,1.35,0.5,1.5,1,0.625,2,0.75,1.65,1.375,0.725
Thomisidae,Sidymella trapezia,Ambush,KS66189,6.175,2.575,1.95,3.6,2.45,2.55,1.2,2.25,1.25,0.425,2.65,1.45,2.425,1.625,0.375,1.45,NA,1,0.9,0.475,1.575,0.6,1.475,0.675,0.65
Thomisidae,Stephanopis altifrons,Ambush,KS81285,10.24,4.528,3.396,5.712,3.771,2.044,1.244,2.112,1.366,0.699,2.066,0.919,2.196,1.857,0.91,2.295,0.59,1.842,1.965,1.148,2.686,0.856,1.795,1.844,1.181
Thomisidae,Stephanopis armata,Ambush,KS110426,6.857,3.266,3.449,3.591,3.979,2.701,1.886,2.431,1.529,0.771,2.72,1.748,2.441,1.401,0.747,1.861,0.84,1.59,1.185,0.887,2.488,0.878,1.363,1.036,0.964
Thomisidae,Stephanopis cambridgei,Ambush,KS53388,7.167,2.802,2.276,4.365,2.941,2.81,1.235,2.388,1.298,0.563,2.048,0.991,3.395,1.218,0.391,1.643,0.589,1.442,0.684,0.515,2.227,0.848,1.653,1.219,0.721
Thomisidae,Stephanopis ornata,Ambush,KS81293,7.063,2.981,3.346,4.082,4.561,2.345,0.902,1.43,1.293,0.831,2.213,1.374,1.991,1.336,0.902,1.875,0.853,2.775,1.438,0.853,2.344,0.725,1.841,1.434,0.829
Thomisidae,Synalus angustus,Ambush,KS108751,6.485,2.064,2.064,4.421,1.466,3.211,1.37,3.149,1.902,0.711,2.491,0.459,1.3,0.554,0.471,1.591,0.586,1.028,0.566,0.366,2.205,0.644,1.572,0.948,0.613
Thomisidae,Tharpyna hirsuta,Ambush,KS100888,2.454,0.965,0.994,1.489,1.725,0.639,0.288,0.497,0.178,0.237,0.674,0.324,0.494,0.386,0.208,0.472,0.138,0.313,0.204,0.228,0.61,0.145,0.316,0.305,0.214
Thomisidae,Tharpyna simpsoni,Ambush,None,5.8,2,2,3.8,3.4,1.74,0.87,1.51,1.45,0.87,1.85,0.93,1.56,1.27,0.81,1.23,0.7,1.16,0.99,0.64,1.27,0.7,1.16,0.99,0.64
Thomisidae,Tharpyna venusta,Ambush,KS109028,3.489,1.468,1.253,2.021,1.673,1.243,0.452,0.716,0.628,0.44,1.06,0.477,0.803,0.57,0.489,1.068,0.346,0.507,0.34,0.244,1.278,0.309,0.594,0.394,0.407
Thomisidae,Tharrhalea evanida,Ambush,ZMB3429,4.71,2.21,2.11,2.5,2.06,2.7,1.4,2.25,1.83,0.79,2.88,1.1,2.08,1.74,0.77,1.92,0.84,1.08,0.74,0.44,1.7,0.95,1.36,1,0.61
Thomisidae,Thomisus spectabilis,Ambush,KS108118,7.619,2.261,2.811,5.358,6.169,3.06,0.851,1.985,1.742,1.312,3.428,1.128,2.351,1.617,1.006,1.5,0.813,1.222,0.936,0.682,1.638,0.878,1.424,0.689,0.456
Thomisidae,Tmarus cinerascens,Ambush,KS108894,5.007,1.871,1.85,3.136,1.834,2.42,0.703,1.911,2.227,1.008,2.535,0.802,1.793,1.134,0.58,1.414,0.64,0.858,1.247,0.619,1.668,0.56,1.349,0.622,0.357
Thomisidae,Tmarus marmoreus,Ambush,KS4172,2.349,1.132,1.066,1.217,0.85,2.077,0.57,2.056,1.055,0.422,1.942,0.41,2.021,0.905,0.69,1.071,0.341,0.951,0.512,0.276,0.744,0.414,0.941,0.239,0.166
Thomisidae,Tmarus projectus,Ambush,KS108882,3.799,1.458,1.213,2.341,1.468,1.324,0.526,1.078,1.002,0.569,1.383,0.659,1.187,0.993,0.662,0.948,0.382,0.62,0.49,0.27,1.072,0.389,0.866,0.593,0.294
Thomisidae,Tmarus variabilis,Ambush,KS108885,3.29,1.365,1.811,1.925,1.265,1.97,0.704,1.561,1.417,0.819,1.751,0.797,1.402,1.276,0.677,1.382,0.412,0.93,0.673,0.539,1.705,0.464,1.015,0.821,0.561
Thomisidae,Xysticus bimaculatus,Ambush,KS109054,7.111,2.759,2.468,4.352,3.663,1.86,1.066,1.945,2.014,0.977,2.532,0.978,2.149,1.608,0.965,1.915,0.656,1.39,1.253,0.949,1.784,0.724,1.573,0.991,0.762
Thomisidae,Zygometis xanthogaster,Ambush,KS62896,8.114,2.527,2.397,5.587,5.54,3.343,1.377,2.321,2.089,1.117,3.466,1.318,2.604,2.385,1.269,1.423,0.664,1.063,0.73,0.521,1.812,0.831,0.766,0.634,0.445
Trochanteriidae,Desognaphosa bartle,Ground hunter,QMS26681,6.75,2.5,2.55,4.25,2.5,1.6,1.25,1.9,1.7,0.85,1.75,1.1,1.7,1.65,0.85,1.55,1.05,1.2,1.25,0.65,1.6,1.2,1.95,2.35,1.2
Trochanteriidae,Morebilus plaugsius,Ground hunter,KS35518,19.95,7.65,7.1,12.3,8.95,7.25,3.3,5.2,3.05,1.5,7.6,2.9,7.05,4.75,1.3,6,1.55,3.75,3,1.75,6.25,2.25,4.85,3.65,1.5
Trochanteriidae,Pyrnus insularis,Ground hunter,KS76778,16.78,6.214,6.986,10.566,7.495,5.703,3.282,5.396,3.41,1.886,6.135,4.074,6.281,4.426,1.375,5.522,3.251,4.551,2.997,1.369,6.025,2.677,5.387,3.077,1.095
Trochanteriidae,Rebilus grayi,Ground hunter,KS118791,10.74,5.046,4.145,5.694,2.914,3.829,1.733,3.618,2.552,1.438,4.249,1.899,3.705,2.665,1.547,3.394,1.53,3.236,2.505,1.31,4.539,1.931,3.358,3.294,0.966
Trochanteriidae,Rebilus griswoldi,Ground hunter,KS123620,16.4,7.2,6.25,9.2,7.05,5.05,3.2,4.75,4.5,2.15,5.45,3.5,4.35,4.6,2.15,5.35,2.95,4.5,4.25,1.75,6.2,2.45,4.2,5.25,2.1
Trochanteriidae,Rebilus morton,Ground hunter,KS128733,NA,5.512,4.683,NA,NA,4.628,1.893,3.721,3.786,1.296,5.706,2.331,4.605,3.459,1.919,4.921,1.13,2.806,3.598,1.255,4.382,1.309,3.521,4.748,1.468
Trochanteriidae,Rebilus wisharti,Ground hunter,KS118793,9.072,3.844,3.15,5.228,3.162,3.439,1.551,2.467,2.091,1.3,3.402,1.378,2.506,2.132,1.466,2.895,1.356,2.351,2.088,1.018,3.464,1.553,3.275,2.982,1.389
Trochanteriidae,Trachycosmus allyn,Ground hunter,KS117047,3.288,1.829,1.536,1.459,1.418,1.248,0.518,0.692,0.716,0.387,1.095,0.321,0.482,0.699,0.482,0.98,0.259,0.456,0.437,0.382,0.775,0.445,0.542,0.877,0.463
Trochanteriidae,Trachycosmus scultptilis,Ground hunter,KS120852,4.424,1.684,1.416,2.74,1.885,1.402,0.726,1.002,0.652,0.593,0.854,0.639,0.649,0.556,0.272,0.954,0.371,0.426,0.506,0.3,1.146,0.599,0.983,0.661,0.435
Uloboridae,Philoponella variabilis,Orb-web,None,4.8,1.4,1.1,3.4,1.6,1.9,0.7,1.2,1.3,0.9,1.1,0.4,0.6,0.8,0.5,0.9,0.3,0.5,0.6,0.4,1.4,0.5,0.9,1,0.7
Uloboridae,Purumitra australiensis,Orb-web,None,4.52,2.52,0.72,2,0.96,1.44,0.36,1.24,1.24,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.28,0.8,0.7,0.56
Zodariidae,Asteron grayi,Mimicry,KS39485,2.692307693,1.384615385,0.769230769,1.307692308,0.938461538,0.692307692,0.292307692,0.676923077,0.553846154,0.461538462,0.661538462,0.261538462,0.476923077,0.461538462,0.4,0.630769231,0.215384615,0.538461538,0.6,0.276923077,0.815384615,0.261538462,0.723076923,0.630769231,0.523076923
Zodariidae,Asteron reticulatum,Mimicry,KS55642,3.19,1.419,0.844,1.771,1.149,0.979,0.308,0.569,0.672,0.341,0.862,0.234,0.491,0.705,0.275,0.715,0.326,0.592,NA,NA,1.039,0.371,0.774,0.575,0.363
Zodariidae,Asteron tasmaniense,Mimicry,KS30329,2.468,1.209,0.823,1.259,0.9,0.704,0.234,0.562,1.092,0.33,0.639,0.23,0.395,0.663,0.255,0.753,0.29,0.381,0.452,0.198,0.677,0.31,0.561,0.813,0.403
Zodariidae,Asteron zabkai,Mimicry,KS124538,3.241,1.356,0.797,1.885,1.216,0.84,0.299,0.647,0.531,0.383,0.658,0.314,0.649,0.405,0.283,0.549,0.224,0.528,0.288,0.224,0.767,0.328,0.938,0.62,0.349
Zodariidae,Basasteron leucosemum,Mimicry,KS75769,6.751,3.459,2.279,3.292,2.236,2.185,0.755,1.996,1.507,0.701,1.796,0.687,1.509,1.611,1.096,1.585,0.746,1.458,1.461,0.675,2.201,0.782,2.072,2.387,1.141
Zodariidae,Habronestes bradleyi,Mimicry,KS128233,5.174,2.337,1.869,2.837,2.061,1.825,0.676,1.309,1.676,1.196,1.796,0.67,1.287,2.118,0.897,1.951,0.65,1.66,0.858,0.658,2.186,0.613,2.407,2.135,0.987
Zodariidae,Habronestes macedonensis,Mimicry,KS128436,7.022,3.636,2.359,3.386,2.567,2.517,0.921,2.005,2.058,1.578,2.487,0.735,1.669,2.02,1.359,2.399,0.714,1.869,2.526,0.789,2.96,1.002,2.267,3.663,1.783
Zodariidae,Habronestes minor,Mimicry,KS55991,4.25,2.225,1.425,2.025,1.425,1,0.475,1.125,0.8,0.9,0.525,0.5,0.6,0.5,0.475,0.75,0.5,0.725,0.55,0.35,0.9,0.55,0.95,1.125,NA
Zodariidae,Habronestes piccolo,Mimicry,KS104998,3.015,1.164,0.867,1.851,1.54,0.849,0.231,0.7,0.703,0.552,0.938,0.379,0.675,0.679,0.488,0.699,0.25,0.49,0.582,0.574,1.05,0.358,0.66,0.612,0.437
Zodariidae,Habronestes pictus,Mimicry,KS123641,4.148,2.178,1.564,1.97,1.905,1.672,0.74,1.133,0.853,0.575,1.749,0.6,1.042,1.137,0.577,0.816,0.525,1.166,1.122,0.449,1.848,0.777,2.078,3.356,1.775
Zodariidae,Hetaerica scenica,Mimicry,KS39433,6.142,2.709,1.655,3.433,1.507,1.728,0.505,1.074,1.544,0.874,1.672,0.681,0.949,1.169,0.798,1.528,0.381,1.174,1.143,0.851,2.164,0.5,1.351,1.36,1.306
Zodariidae,Masasteron mas,Mimicry,KS2165,4.487,1.776,1.122,2.711,1.618,1.091,0.407,0.972,0.954,0.549,0.925,0.481,0.693,0.873,0.432,1.054,0.45,0.619,0.632,0.349,1.233,0.493,0.952,1.145,0.521
Zodariidae,Nostera lynx,Mimicry,KS39098,4.513,2.125,1.209,2.388,1.371,1.269,0.532,0.962,0.798,0.702,1.222,0.501,0.702,0.567,0.403,1.199,0.305,0.686,0.905,0.601,1.461,0.61,0.835,1.349,0.695
Zodariidae,Nostera nadgee,Mimicry,KS39140,5.625,2.875,1.725,2.75,2.125,1.4,0.775,1.2,0.8,0.675,1.35,0.65,0.975,0.9,0.7,1.125,0.625,0.6,0.85,0.75,1.6,0.65,1.225,1.625,0.875
Zodariidae,Pentasteron osticans,Mimicry,KS77592,4.261538462,1.861538462,0.907692308,2.4,1.123076923,1.4,0.323076923,1.107692308,1.061538462,0.830769231,1.230769231,0.4,1,0.938461538,0.692307692,1.307692308,0.369230769,0.8,0.953846154,0.6,1.415384615,0.461538462,1.215384615,1.6,0.646153846
Zodariidae,Pentasteron simplex,Mimicry,KS124507,3.492,1.75,1.16,1.742,1.08,1.121,0.324,0.903,0.819,0.405,0.894,0.252,0.691,0.849,0.565,0.999,0.316,0.675,0.903,0.546,1.205,0.438,1.294,1.769,0.619
Zodariidae,Storena braccata,Mimicry,KS15545,5.473,2.354,1.781,3.119,2.204,1.625,0.469,1.279,1.359,0.556,1.46,0.732,1.356,1.34,0.62,1.67,0.606,1.524,1.324,1.135,2.315,0.822,2.247,2.822,1.344
Zodariidae,Storena colossea,Mimicry,KS23441,14.593,5.96,3.731,8.633,6.161,3.059,1.383,3.162,3.059,1.8,3.417,1.04,3.02,2.879,1.672,3.232,1.237,2.229,2.964,1.905,3.955,1.432,3.247,3.733,1.51
Zodariidae,Storena formosa,Mimicry,KS125170,14.056,6.286,3.588,7.77,5.301,4.311,1.601,3.677,3.585,2.043,4.211,1.148,5.008,3.516,2.288,4.138,1.309,2.5,3.071,1.806,4.482,1.279,3.873,4.645,1.986
Zodariidae,Storena maculata,Mimicry,KS15583,4.036,2.125,1.576,1.911,1.107,1.494,0.654,1.466,1.236,0.901,1.741,0.659,1.205,1.541,0.994,1.616,0.319,0.849,1.039,0.817,2.197,0.663,2.025,2.617,1.09
Zodariidae,Storosa obscura,Mimicry,KS762,9.46,4.022,2.406,5.438,4.08,2.23,0.872,1.859,1.641,1.514,2.029,0.806,1.498,1.359,0.748,1.869,0.722,1.222,1.454,0.766,2.645,1.045,1.871,2.305,1.177
Zodariidae,Zillimata scintillans,Mimicry,KS59578,6.175,3,1.75,3.175,2.5,1.475,0.5,1.45,1.375,1.225,1.3,0.55,0.875,1.25,0.775,1.25,0.6,0.9,1.225,0.725,1.55,0.65,1.15,1.85,0.8
Zoropsidae,Austrotengella hackerae,Ground hunter,QMS33212,8.44,4.03,3.13,4.41,2.54,2.89,1.33,2.61,2.33,1,2.61,1.22,1.83,2.67,0.78,2.5,1.11,2.06,2.28,1,3.11,1.17,2.33,2.83,1.22
Zoropsidae,Austrotengella toddae,Ground hunter,QMS33219,9.56,4.56,3.69,5,3.13,4.69,1.88,4.5,4.25,1.88,4.38,1.88,4.13,3.56,1.75,4.31,1.81,3.69,3.75,2.19,5.13,1.88,4.44,5.25,2.19
Zoropsidae,Kilyana hendersoni,Ground hunter,QMS31340,14.4,5.92,4.64,8.48,6.32,3.23,2.07,3.08,2.69,0.92,3.38,1.92,2.69,2.46,1.08,3,1.61,2.15,2.54,0.85,3.92,1.77,3,4.15,1.31
Zoropsidae,Krukt cannoni,Ground hunter,QMS31391,8.52,4.04,3.2,4.48,3.16,2.23,1.31,2.15,1.85,0.92,2.38,1.23,1.92,1.77,0.85,2,1.15,1.54,1.92,1,2.31,1.23,2.38,3.08,1.15
Zoropsidae,Megateg covacevichae ,Ground hunter,QMS24549,8.24,4,3.2,4.24,3.36,1.92,1.23,2.07,1.77,0.77,2.31,1.31,1.77,1.38,0.77,2.15,1,1.54,1.77,1,2.54,1.15,2.23,2.69,1.23
Zoropsidae,Megateg elegans ,Ground hunter,QMS31114,9.92,4.72,3.76,5.2,3.6,2.54,1.69,2.69,2.23,0.85,2.54,1.61,2.38,2.23,0.92,1.85,1.15,1.85,1.85,0.85,3.23,1.08,2.69,3.15,1.23
Zoropsidae,Megateg ramboldi,Ground hunter,QMS31175,11.68,5.84,4.64,5.84,4.44,3.46,1.92,2.92,2.46,1,3.31,1.85,2.69,2.31,1,2.85,1.54,1.85,1.85,1,3.69,1.54,2.85,3.61,1.15
